date, pm25, pm10, o3, no2, so2, co,Station
2023-03-06, , 16, 20, 30, 7, 17,aliaga
2023-03-07, , 21, 23, 25, 6, 16,aliaga
2023-03-08, , 20, 24, 25, 6, 17,aliaga
2023-03-09, , 27, 22, 27, 6, 17,aliaga
2023-03-10, , 23, 22, 26, 6, 17,aliaga
2023-03-11, , 22, 21, 24, 6, 16,aliaga
2023-03-12, , 21, 22, 19, 6, 17,aliaga
2023-03-13, , 12, 24, 15, 5, 17,aliaga
2023-03-14, , 14, 23, 22, 6, 16,aliaga
2023-03-15, , 27, 22, 31, 6, 17,aliaga
2023-03-16, , 24, 24, 25, 6, 17,aliaga
2023-03-17, , 18, 16, 19, 6, 17,aliaga
2023-03-18, , 9, 17, 17, 6, 17,aliaga
2023-03-19, , 8, 15, 18, 6, 17,aliaga
2023-03-20, , 13, 18, 28, 7, 17,aliaga
2023-03-21, , 34, 21, 44, 8, 19,aliaga
2023-03-22, , 36, 19, 32, 7, 18,aliaga
2023-03-23, , 22, 20, 27, 6, 18,aliaga
2023-03-24, , 25, 20, 30, 8, 18,aliaga
2023-03-25, , 28, 24, 36, 10, 18,aliaga
2023-03-26, , 26, 26, 35, 11, 18,aliaga
2023-03-27, , 35, 24, 33, 7, 18,aliaga
2023-03-28, , 37, 24, 28, 10, 17,aliaga
2023-03-29, , 17, 28, 20, 6, 17,aliaga
2023-03-30, , 16, 25, 27, 13, 17,aliaga
2023-03-31, , 21, 25, 27, 7, 17,aliaga
2024-12-31, , , 30, 19, 7, 2,aliaga
2024-10-09, , , 19, 15, 2, 6,aliaga
2024-10-17, , , 30, 10, 2, 7,aliaga
2024-10-18, , , 32, 10, 5, 7,aliaga
2024-10-19, , , 32, 10, 4, 7,aliaga
2024-10-20, , , 34, 9, 3, 6,aliaga
2024-10-21, , , 31, 10, 5, 7,aliaga
2024-10-27, , , 26, 12, 6, 10,aliaga
2024-11-07, , , 35, 12, 6, 13,aliaga
2024-11-25, , , 19, 28, 11, 10,aliaga
2024-07-03, , , 36, , , 13,aliaga
2024-07-04, , , 26, 12, , 15,aliaga
2024-07-06, , , 39, 10, , 16,aliaga
2024-07-07, , , 36, 11, , 16,aliaga
2024-07-09, , , 38, 11, , 17,aliaga
2024-07-12, , , 33, 23, , 15,aliaga
2024-07-13, , , 35, 16, , 16,aliaga
2024-07-14, , , 36, 15, , 16,aliaga
2024-07-15, , , 40, 18, , 16,aliaga
2024-07-16, , , 37, 18, , 17,aliaga
2024-07-29, , , 28, 86, 1, 2,aliaga
2024-07-30, , , 25, , , 1,aliaga
2024-07-31, , , 23, 77, 1, 1,aliaga
2024-08-01, , , 25, 73, , 2,aliaga
2024-08-09, , , 20, , , 9,aliaga
2024-08-11, , , 22, , 2, 9,aliaga
2024-08-12, , , 22, 102, 1, 10,aliaga
2024-08-14, , , 19, , , 8,aliaga
2024-08-15, , , 23, , 1, 6,aliaga
2024-08-16, , , 26, 105, , 9,aliaga
2024-08-17, , , 28, 104, , 9,aliaga
2024-08-18, , , 25, , , 11,aliaga
2024-08-19, , , 15, , 1, 12,aliaga
2024-08-20, , , 9, , , 9,aliaga
2024-08-21, , , 17, , 1, 10,aliaga
2024-08-22, , , 24, , , 8,aliaga
2024-08-23, , , 21, , 1, 8,aliaga
2024-08-24, , , 30, 5, , 9,aliaga
2024-08-25, , , 28, 4, 1, 10,aliaga
2024-08-26, , , 25, 5, 2, 10,aliaga
2024-08-27, , , 26, 4, 1, 11,aliaga
2024-08-28, , , 27, 4, , 11,aliaga
2024-08-29, , , 27, 3, , 11,aliaga
2024-08-30, , , 25, 4, , 11,aliaga
2024-08-31, , , 22, 4, , 10,aliaga
2024-09-01, , , 24, 8, 1, 11,aliaga
2024-09-02, , , 25, 13, 1, 11,aliaga
2024-09-03, , , 38, 11, , 6,aliaga
2024-09-15, , , 28, , 1, 1,aliaga
2024-09-16, , , 26, , 1, ,aliaga
2024-09-17, , , 31, 8, 3, 10,aliaga
2024-09-18, , , 32, 6, 1, 11,aliaga
2024-09-19, , , 31, 6, , 12,aliaga
2024-09-21, , , 34, 2, 2, 8,aliaga
2024-03-31, , , 27, 15, 1, 9,aliaga
2024-04-03, , , 5, 30, , 11,aliaga
2024-04-13, , , 25, 7, , 9,aliaga
2024-04-17, , , 19, , , 11,aliaga
2024-04-20, , , 29, 6, , 10,aliaga
2024-04-22, , , 30, 12, 2, 10,aliaga
2024-04-26, , , 29, 9, , 10,aliaga
2024-05-11, , , 31, 8, , 10,aliaga
2024-05-14, , , 24, , , 10,aliaga
2024-05-19, , , 26, 28, 41, 12,aliaga
2024-05-23, , , 29, 8, 1, 11,aliaga
2024-05-26, , , 25, 6, , 11,aliaga
2024-05-28, , , 17, 14, , 12,aliaga
2024-05-30, , , 25, 11, 4, 11,aliaga
2024-06-01, , , 26, , 28, 14,aliaga
2024-06-06, , , 31, 7, 2, 16,aliaga
2024-06-13, , , 10, 11, 1, 17,aliaga
2024-06-16, , , 36, 1, 2, 15,aliaga
2024-06-21, , , 38, 3, , 15,aliaga
2024-01-02, , , 12, 9, , 6,aliaga
2024-01-18, , , 19, 11, , 4,aliaga
2024-01-19, , , 20, 9, , 4,aliaga
2024-01-20, , , 24, 4, , 4,aliaga
2024-01-21, , , 27, 2, , 4,aliaga
2024-01-22, , , 23, 12, 1, 4,aliaga
2024-01-23, , , 24, 8, , 4,aliaga
2024-01-24, , , 15, 29, , 5,aliaga
2024-01-25, , , 19, 17, , 5,aliaga
2024-01-26, , , 12, 21, , 5,aliaga
2024-01-28, , , 17, 6, , 5,aliaga
2024-01-29, , , 26, 4, , 4,aliaga
2024-01-30, , , 26, 5, , 4,aliaga
2024-01-31, , , 21, 9, , 4,aliaga
2024-02-01, , , 22, 11, 2, 5,aliaga
2024-02-02, , , 22, 23, , 5,aliaga
2024-02-04, , , 14, 21, 1, 6,aliaga
2024-02-05, , , 22, 10, 1, 5,aliaga
2024-02-06, , , 22, 13, , 5,aliaga
2024-02-09, , , 22, 8, , 5,aliaga
2024-02-11, , , 23, 8, 1, 5,aliaga
2024-02-18, , , 21, 5, , 6,aliaga
2024-03-06, , , 24, 30, 1, 9,aliaga
2024-03-09, , , 26, 9, 2, 8,aliaga
2024-03-11, , , 26, 14, , 7,aliaga
2024-03-13, , , 23, 15, , 7,aliaga
2024-03-18, , , 24, 23, 1, 8,aliaga
2024-03-20, , , 23, 13, 8, 8,aliaga
2024-03-25, , , 22, 9, 1, 8,aliaga
2024-08-10, , , , , , 6,aliaga
2024-10-01, 54, , , , , ,alsancak
2024-07-02, 52, 54, , , 4, ,alsancak
2024-07-03, 61, 47, , , 4, ,alsancak
2024-07-04, 57, 45, , , 4, ,alsancak
2024-07-05, 60, 31, , , 4, ,alsancak
2024-07-06, 47, 32, , , 4, ,alsancak
2024-07-07, 47, 40, , , 4, ,alsancak
2024-07-08, 56, , , , , ,alsancak
2024-07-10, 59, , , , , ,alsancak
2024-07-13, 84, 108, , , 4, ,alsancak
2024-07-14, 106, 104, , , 5, ,alsancak
2024-07-15, 95, 76, 44, , 4, ,alsancak
2024-07-16, 96, 47, 42, , 4, ,alsancak
2024-07-17, 60, 37, 46, , 5, ,alsancak
2024-07-18, 57, 40, 44, , 4, ,alsancak
2024-07-19, 57, 38, 39, , 5, ,alsancak
2024-07-20, 59, 37, 55, , 4, ,alsancak
2024-07-21, 68, 38, 61, , 4, ,alsancak
2024-07-22, 72, 40, 52, , 5, ,alsancak
2024-07-23, 69, 43, 41, , 5, ,alsancak
2024-07-24, 66, 37, 41, , 5, ,alsancak
2024-07-25, 60, 36, 31, , 5, ,alsancak
2024-07-26, 56, 38, 38, , 4, ,alsancak
2024-07-27, 46, 36, 42, , 4, ,alsancak
2024-07-28, 40, 35, 49, , 5, ,alsancak
2024-07-29, 62, 40, 40, , 5, ,alsancak
2024-07-30, 60, 89, 37, , 4, ,alsancak
2024-07-31, 87, 105, 38, , 4, ,alsancak
2024-08-01, 110, 90, 47, , 4, ,alsancak
2024-08-02, 97, 50, 39, , 4, ,alsancak
2024-08-03, 51, 38, 8, , 4, ,alsancak
2024-08-04, 40, 48, 10, , 4, ,alsancak
2024-08-05, 51, 45, 8, , 4, ,alsancak
2024-08-06, 43, 43, 10, , 4, ,alsancak
2024-08-07, 38, 42, 9, , 4, ,alsancak
2024-08-08, 32, 44, 9, , 3, ,alsancak
2024-08-09, 27, 43, , , 2, ,alsancak
2024-08-10, 31, 45, , , 3, ,alsancak
2024-08-11, 36, 44, , , 2, ,alsancak
2024-08-12, 38, 55, 53, , 3, ,alsancak
2024-08-13, 42, , , , , ,alsancak
2024-08-15, 38, 22, 35, , 6, ,alsancak
2024-08-16, 28, 60, 32, , 7, ,alsancak
2024-08-17, 99, 43, 38, , 6, ,alsancak
2024-08-18, 67, 32, 40, , 6, ,alsancak
2024-08-19, 59, 41, 43, , 5, ,alsancak
2024-08-20, 65, 45, 34, , 5, ,alsancak
2024-08-21, 69, 40, 32, , 5, ,alsancak
2024-08-22, 65, 43, 40, , 6, ,alsancak
2024-08-23, 59, 48, 36, , 6, ,alsancak
2024-08-24, 59, 45, , , 5, ,alsancak
2024-08-25, 50, 37, 44, , 6, ,alsancak
2024-08-26, 61, 53, 29, , 6, ,alsancak
2024-08-27, 69, 43, 8, , 6, ,alsancak
2024-08-28, 65, 44, 9, , 6, ,alsancak
2024-08-29, 70, 41, 8, , 5, ,alsancak
2024-08-30, 67, 56, 25, , 6, ,alsancak
2024-08-31, 63, 43, 22, , 6, ,alsancak
2024-09-01, 61, 53, 22, , 6, ,alsancak
2024-09-02, 74, 53, 13, , 5, ,alsancak
2024-09-03, 76, 53, 8, , 6, ,alsancak
2024-09-04, 73, 71, 8, , 6, ,alsancak
2024-09-05, 96, 69, 8, , 6, ,alsancak
2024-09-06, 88, 69, 9, , 8, ,alsancak
2024-09-07, 92, 60, 7, 44, 6, 9,alsancak
2024-09-08, 76, 51, 8, 35, 5, 9,alsancak
2024-09-09, 55, 50, 8, 40, 5, 10,alsancak
2024-09-10, 63, 36, 7, 30, 4, 10,alsancak
2024-09-11, 55, 29, 5, 31, 4, 11,alsancak
2024-09-12, 57, 27, 12, 33, 4, 10,alsancak
2024-09-13, 50, 26, , 18, 4, 10,alsancak
2024-09-14, 52, 27, , , 4, ,alsancak
2024-09-15, 48, 26, , , 4, ,alsancak
2024-09-16, 37, 34, , , 5, ,alsancak
2024-09-17, 48, 37, , , 7, ,alsancak
2024-09-18, 56, 40, , , 6, ,alsancak
2024-09-19, 65, 39, 37, , 7, ,alsancak
2024-09-20, 64, , , , , ,alsancak
2024-09-22, 47, 35, 40, , 5, ,alsancak
2024-09-23, 56, 51, 25, 33, 7, 5,alsancak
2024-09-24, 79, 53, 9, 47, 6, 6,alsancak
2024-09-25, 88, 56, 9, 50, 6, 7,alsancak
2024-09-26, 92, 54, 10, 49, 6, 6,alsancak
2024-09-27, 87, 56, 10, 61, 6, 9,alsancak
2024-09-28, 93, 59, 8, 43, 5, 6,alsancak
2024-09-29, 117, 35, 5, 22, 6, 4,alsancak
2024-09-30, 72, 26, , , , ,alsancak
2024-04-01, 35, 23, , , , ,alsancak
2024-04-02, 36, , , , , ,alsancak
2024-04-04, 29, 9, , , 4, ,alsancak
2024-04-05, 17, 7, , , , ,alsancak
2024-04-06, 14, 7, , , 4, ,alsancak
2024-04-07, 16, 8, , , 4, ,alsancak
2024-04-08, 14, 8, , , 4, ,alsancak
2024-04-09, 15, 7, , , , ,alsancak
2024-04-10, 15, 7, , , 4, ,alsancak
2024-04-11, 14, 9, , , 4, ,alsancak
2024-04-12, 18, , , , , ,alsancak
2024-04-14, 16, 10, , , 4, ,alsancak
2024-04-15, 17, , , , , ,alsancak
2024-04-18, 19, 9, , , 4, ,alsancak
2024-04-19, 18, , , , , ,alsancak
2024-04-21, 9, , , , , ,alsancak
2024-04-23, 21, , , , , ,alsancak
2024-04-25, 11, 5, , , 4, ,alsancak
2024-04-26, 9, 20, 14, 22, 4, 10,alsancak
2024-04-27, 38, 29, 11, 19, 4, 9,alsancak
2024-04-28, 51, 31, 8, 25, 4, 9,alsancak
2024-04-29, 53, 26, 7, 28, 4, 9,alsancak
2024-04-30, 45, 24, 9, 25, , 10,alsancak
2024-05-01, 50, 20, 10, 26, 4, 10,alsancak
2024-05-02, 39, 18, 10, 28, , 11,alsancak
2024-05-03, 37, 18, 10, 28, 4, 9,alsancak
2024-05-04, 34, 18, 14, 38, 4, 8,alsancak
2024-05-05, 30, 17, 11, 32, 4, 8,alsancak
2024-05-06, 28, 30, 14, 26, 4, 12,alsancak
2024-05-07, 42, 30, 5, 54, 4, 13,alsancak
2024-05-08, 47, 25, 9, , 4, ,alsancak
2024-05-09, 48, 25, 7, , 4, ,alsancak
2024-05-10, 46, , , , , ,alsancak
2024-05-12, 26, 18, 11, , 4, ,alsancak
2024-05-13, 31, , , , , ,alsancak
2024-05-15, 37, 25, , , 4, ,alsancak
2024-05-16, 38, 36, , , , ,alsancak
2024-05-17, 58, 44, , , 4, ,alsancak
2024-05-18, 63, , , , , ,alsancak
2024-05-20, 66, 33, , , 4, ,alsancak
2024-05-21, 60, 30, , , 4, ,alsancak
2024-05-22, 54, , , , , ,alsancak
2024-05-24, 54, 22, , , 4, ,alsancak
2024-05-25, 46, , , , , ,alsancak
2024-05-27, 51, , , , , ,alsancak
2024-05-29, 37, , , , , ,alsancak
2024-05-31, 35, , , , , ,alsancak
2024-06-02, 51, 35, 7, , 4, ,alsancak
2024-06-03, 50, 29, 4, , 4, ,alsancak
2024-06-04, 51, 39, , , 5, 2,alsancak
2024-06-05, 56, , , , , ,alsancak
2024-06-07, 55, 29, 12, 41, 4, 3,alsancak
2024-06-08, 52, 24, 7, 22, 4, 3,alsancak
2024-06-09, 39, 23, 11, 46, 4, 5,alsancak
2024-06-10, 46, 24, 2, 39, 4, 5,alsancak
2024-06-11, 49, 40, , 32, 5, 3,alsancak
2024-06-12, 59, , , , , ,alsancak
2024-06-14, 61, , , , , ,alsancak
2024-06-17, 25, 16, , , 4, 7,alsancak
2024-06-18, 28, 21, , , 4, ,alsancak
2024-06-19, 29, 22, , , 4, ,alsancak
2024-06-20, 31, , , , , ,alsancak
2024-06-22, 44, 19, , , 4, ,alsancak
2024-06-23, 36, 17, , , 4, ,alsancak
2024-06-24, 32, , , , , ,alsancak
2024-01-01, 112, , , , , ,alsancak
2024-01-03, 87, 28, 7, , 3, ,alsancak
2024-01-04, 66, 32, 3, , 3, ,alsancak
2024-01-05, 69, 44, 10, , 3, ,alsancak
2024-01-06, 86, 24, 13, , 3, ,alsancak
2024-01-07, 57, 18, 9, , 3, ,alsancak
2024-01-08, 35, 15, 6, , 3, ,alsancak
2024-01-09, 39, 11, 11, , 3, ,alsancak
2024-01-10, 24, 10, 9, , 3, ,alsancak
2024-01-11, 17, 27, 7, , 3, ,alsancak
2024-01-12, 59, 22, 14, , 3, ,alsancak
2024-01-13, 47, 20, 8, , 4, ,alsancak
2024-01-14, 47, 46, 5, , 4, ,alsancak
2024-01-15, 100, , , , , ,alsancak
2024-01-17, 69, 28, , 13, 3, 22,alsancak
2024-01-18, 63, 13, , 21, 3, ,alsancak
2024-01-19, 24, 16, , 20, 3, ,alsancak
2024-01-20, 28, 13, , 13, 3, ,alsancak
2024-01-21, 27, 7, , 14, 3, ,alsancak
2024-01-22, 16, 9, , 27, 3, ,alsancak
2024-01-23, 22, 14, , 23, 3, ,alsancak
2024-01-24, 36, 16, , 42, 3, ,alsancak
2024-01-25, 41, 34, , 42, 4, 7,alsancak
2024-01-26, 76, 35, 2, 39, 3, 8,alsancak
2024-01-27, 73, 17, 10, 19, 3, ,alsancak
2024-01-28, 43, 11, 5, 27, 3, ,alsancak
2024-01-29, 27, 9, 13, 24, 3, ,alsancak
2024-01-30, 19, 9, 13, 38, 3, ,alsancak
2024-01-31, 20, 11, 4, 31, 3, ,alsancak
2024-02-01, 25, 27, 1, 41, 4, 9,alsancak
2024-02-02, 62, 28, , 40, , ,alsancak
2024-02-03, 61, , , , , ,alsancak
2024-02-05, 86, 30, , 28, 3, 1,alsancak
2024-02-06, 72, 22, , 30, 3, ,alsancak
2024-02-07, 56, , , , , ,alsancak
2024-02-10, 30, , , , , ,alsancak
2024-02-12, 18, 8, 5, 17, 3, ,alsancak
2024-02-13, 18, 14, 5, 28, 4, 6,alsancak
2024-02-14, 38, 9, 3, 18, , ,alsancak
2024-02-15, 22, 6, 4, 15, 3, ,alsancak
2024-02-16, 14, 8, 5, 16, 3, ,alsancak
2024-02-17, 20, , , , , ,alsancak
2024-02-19, 26, 15, , 18, 3, ,alsancak
2024-02-20, 37, 18, , , 4, ,alsancak
2024-02-21, 50, 16, , , 4, ,alsancak
2024-02-22, 42, 23, , , 4, ,alsancak
2024-02-23, 55, 15, , , 4, ,alsancak
2024-02-24, 40, 15, , , 4, ,alsancak
2024-02-25, 35, 22, , , 4, ,alsancak
2024-02-26, 51, 16, , , 4, ,alsancak
2024-02-27, 33, 20, , , 4, ,alsancak
2024-02-28, 48, 23, , , 4, ,alsancak
2024-02-29, 53, 23, , , 4, ,alsancak
2024-03-01, 53, 25, , , 3, ,alsancak
2024-03-02, 48, 14, , , 3, ,alsancak
2024-03-03, 31, 17, , , 4, ,alsancak
2024-03-04, 39, 16, , , 3, ,alsancak
2024-03-05, 37, , , , , ,alsancak
2024-03-07, 45, 15, , , 4, ,alsancak
2024-03-08, 35, , , , , ,alsancak
2024-03-10, 34, , , , , ,alsancak
2024-03-12, 31, , , , , ,alsancak
2024-03-14, 22, 11, , , 4, ,alsancak
2024-03-15, 29, 17, , , 4, ,alsancak
2024-03-16, 39, , , , , ,alsancak
2024-03-19, 28, , , , , ,alsancak
2024-03-21, 24, 13, , , 4, ,alsancak
2024-03-22, 31, 13, , , 4, ,alsancak
2024-03-23, 27, 18, , , 4, ,alsancak
2024-03-24, 41, , , , , ,alsancak
2024-03-26, 22, , , , , ,alsancak
2023-10-01, 61, 68, 17, , 2, ,alsancak
2023-10-02, 59, 69, 16, , 2, ,alsancak
2023-10-03, 54, 70, 17, , 2, ,alsancak
2023-10-04, 54, 74, 19, 64, 2, ,alsancak
2023-10-05, 71, 81, 19, 71, 2, ,alsancak
2023-10-06, 89, 77, 15, 64, 2, ,alsancak
2023-10-07, 82, 76, 16, 51, 2, ,alsancak
2023-10-08, 76, 74, 12, 57, 2, ,alsancak
2023-10-09, 84, 76, 13, 45, 2, ,alsancak
2023-10-10, 85, , 13, 25, 2, ,alsancak
2023-10-25, 64, 41, , , 3, ,alsancak
2023-10-26, 61, 57, , 31, 3, 5,alsancak
2023-10-27, 82, 62, , 25, 3, 5,alsancak
2023-10-28, 82, 40, , 33, 3, 4,alsancak
2023-10-29, 63, 50, , 54, 3, 3,alsancak
2023-10-30, 82, 67, , 76, 2, 3,alsancak
2023-10-31, 137, 69, 10, 42, 2, 4,alsancak
2023-11-01, 142, 58, 9, 26, 3, 4,alsancak
2023-11-02, 100, 40, 10, 19, 3, 7,alsancak
2023-11-03, 63, 45, 9, 9, 3, 8,alsancak
2023-11-04, 63, 62, 10, 14, 3, 7,alsancak
2023-11-05, 69, 49, 8, , 3, 8,alsancak
2023-11-06, 59, 81, 4, 46, 3, 11,alsancak
2023-11-07, 93, 88, 2, 65, 3, 13,alsancak
2023-11-08, 114, 74, , , 3, ,alsancak
2023-11-09, 105, 58, , , 2, ,alsancak
2023-11-10, 86, 46, , , 3, ,alsancak
2023-11-11, 71, 34, , , 3, ,alsancak
2023-11-12, 55, 30, , , 2, ,alsancak
2023-11-13, 61, 24, , 81, 2, 15,alsancak
2023-11-14, 53, 48, , , 3, ,alsancak
2023-11-15, 71, 37, , , 3, ,alsancak
2023-11-16, 59, 27, , , , ,alsancak
2023-11-17, 47, , , , , ,alsancak
2023-11-21, 115, 43, 10, , 3, ,alsancak
2023-11-22, 69, 32, 9, , 3, ,alsancak
2023-11-23, 65, , , , , ,alsancak
2023-11-25, 74, 27, 17, , 3, ,alsancak
2023-11-26, 56, 26, 12, 99, 3, ,alsancak
2023-11-27, 63, 44, 14, 60, 3, 15,alsancak
2023-11-28, 88, 35, 11, 21, 3, 15,alsancak
2023-11-29, 65, 46, 8, 49, 3, 15,alsancak
2023-11-30, 71, 54, 9, , 3, ,alsancak
2023-12-01, 79, 37, 10, 42, 3, 30,alsancak
2023-12-02, 61, 36, 10, 22, 3, 9,alsancak
2023-12-03, 64, 36, 10, 34, 3, 6,alsancak
2023-12-04, 69, 35, 1, 37, 3, 5,alsancak
2023-12-05, 69, 59, , 34, 3, 26,alsancak
2023-12-06, 109, , , , , ,alsancak
2023-12-08, 79, 24, 2, 35, , 5,alsancak
2023-12-09, 56, , , 42, , 8,alsancak
2023-12-11, 145, 89, , 59, 3, 22,alsancak
2023-12-12, 160, 111, , 76, 3, 17,alsancak
2023-12-13, 165, 54, 8, , 3, ,alsancak
2023-12-14, 98, 26, 9, , 3, ,alsancak
2023-12-15, 53, 22, 7, , 3, ,alsancak
2023-12-16, 50, 16, 12, , 3, ,alsancak
2023-12-17, 39, 16, 8, , 3, ,alsancak
2023-12-18, 36, 32, 3, , 3, ,alsancak
2023-12-19, 65, 59, , , 3, ,alsancak
2023-12-20, 128, 57, 8, , 3, ,alsancak
2023-12-21, 118, 40, 3, , 3, ,alsancak
2023-12-22, 90, 31, 7, , 3, ,alsancak
2023-12-23, 70, 28, 5, , 3, ,alsancak
2023-12-24, 67, 37, 6, , 3, ,alsancak
2023-12-25, 80, 36, 3, , 3, ,alsancak
2023-12-26, 75, 43, 5, , 3, ,alsancak
2023-12-27, 82, 59, 1, , 3, ,alsancak
2023-12-28, 116, 77, 1, , 3, ,alsancak
2023-12-29, 159, 65, 4, , 3, ,alsancak
2023-12-30, 145, 52, , , 3, ,alsancak
2023-12-31, 110, 55, , , , ,alsancak
2023-07-01, 53, 29, , 37, 3, 17,alsancak
2023-07-02, 68, 36, , 46, 3, 4,alsancak
2023-07-03, 76, 65, , 55, 2, 6,alsancak
2023-07-04, 137, 65, , 60, 2, 6,alsancak
2023-07-05, 141, 72, , 59, 2, 5,alsancak
2023-07-06, 150, 69, , 70, 2, 5,alsancak
2023-07-07, 137, 55, 31, 47, 2, 9,alsancak
2023-07-08, 104, 32, 29, 34, 3, 14,alsancak
2023-07-09, 64, 28, 28, 52, 3, 75,alsancak
2023-07-10, 50, 39, 34, 50, 3, 73,alsancak
2023-07-11, 64, 50, 35, 57, 2, 5,alsancak
2023-07-12, 98, 50, 42, 57, 2, 6,alsancak
2023-07-13, 103, 56, 35, 76, 2, 14,alsancak
2023-07-14, 123, 58, 38, 67, 2, 22,alsancak
2023-07-15, 114, 54, 37, 41, 3, 15,alsancak
2023-07-16, 82, 50, 35, 53, 3, 5,alsancak
2023-07-17, 61, 47, 32, 48, 3, 4,alsancak
2023-07-18, 65, 40, 24, 43, 3, 4,alsancak
2023-07-19, 54, 44, , 48, 2, 5,alsancak
2023-07-20, 63, 47, , , 2, ,alsancak
2023-07-21, 88, 58, , , 2, ,alsancak
2023-07-22, 114, 61, , , 2, ,alsancak
2023-07-23, 112, 56, , 25, 2, 28,alsancak
2023-07-24, 93, 41, , 27, 3, 28,alsancak
2023-07-25, 64, 49, , 36, 3, 31,alsancak
2023-07-26, 77, 59, , 37, 3, 1,alsancak
2023-07-27, 83, 46, , 21, 2, 1,alsancak
2023-07-28, 61, 31, , 23, 3, ,alsancak
2023-07-29, 48, 30, , 19, 3, 1,alsancak
2023-07-30, 42, 28, , 27, 3, 2,alsancak
2023-07-31, 45, 30, , 27, 3, 2,alsancak
2023-08-01, 54, 44, , 26, 2, 4,alsancak
2023-08-02, 84, 46, , 32, 1, 5,alsancak
2023-08-03, 72, 46, , 35, 2, 5,alsancak
2023-08-04, 69, 46, , 27, 2, 6,alsancak
2023-08-05, 77, 41, , 15, 2, 3,alsancak
2023-08-06, 67, 32, , 24, 2, 4,alsancak
2023-08-07, 48, 29, , 26, 2, 4,alsancak
2023-08-08, 41, 45, 28, 23, 2, 3,alsancak
2023-08-09, 57, 39, 23, 21, 2, 4,alsancak
2023-08-10, 58, 37, 25, 17, 2, 4,alsancak
2023-08-11, 53, 38, 24, 19, , 3,alsancak
2023-08-12, 53, 39, 25, 15, , 4,alsancak
2023-08-13, 57, 42, 29, 25, 2, 6,alsancak
2023-08-14, 60, 47, 26, 22, 2, 7,alsancak
2023-08-15, 68, 53, 25, 25, 2, 7,alsancak
2023-08-16, 71, 53, 33, 26, 2, 7,alsancak
2023-08-17, 76, 55, 35, 27, 2, 5,alsancak
2023-08-18, 80, 54, 33, 26, 2, 5,alsancak
2023-08-19, 79, 48, 27, 19, 2, 3,alsancak
2023-08-20, 65, 38, , 34, 2, 2,alsancak
2023-08-21, 56, 39, , 41, 2, 3,alsancak
2023-08-22, 71, 47, , 52, 2, 4,alsancak
2023-08-23, 75, 52, , 54, 2, 2,alsancak
2023-08-24, 99, 63, , 57, 2, 2,alsancak
2023-08-25, 71, 46, , 48, 3, 2,alsancak
2023-08-26, 57, 44, , , 2, ,alsancak
2023-08-27, 61, 43, , 48, 2, 4,alsancak
2023-08-28, 62, 48, , 35, 2, 9,alsancak
2023-08-29, 62, 45, , 26, 2, 12,alsancak
2023-08-30, 60, 44, , 32, 2, 13,alsancak
2023-08-31, 57, 48, , 32, 2, 14,alsancak
2023-09-01, 55, 51, , 14, 3, 14,alsancak
2023-09-02, 58, 56, , 9, 3, 14,alsancak
2023-09-03, 61, 53, , 20, 2, 15,alsancak
2023-09-04, 55, 56, , 24, 2, 15,alsancak
2023-09-05, 56, 55, , 35, 2, 19,alsancak
2023-09-06, 65, 57, , 35, 2, 19,alsancak
2023-09-07, 71, 55, , 25, 3, 17,alsancak
2023-09-08, 60, 58, , 30, 3, 16,alsancak
2023-09-09, 56, 58, , 22, 3, 16,alsancak
2023-09-10, 53, 60, , 24, 2, 15,alsancak
2023-09-11, 50, 55, , 35, 2, 16,alsancak
2023-09-12, 41, 55, , 41, 2, 17,alsancak
2023-09-13, 45, 56, , 43, 3, 18,alsancak
2023-09-14, 52, 56, , 51, 3, 18,alsancak
2023-09-15, 52, 58, , 36, 3, 18,alsancak
2023-09-16, 53, 56, , 24, 2, 18,alsancak
2023-09-17, 53, 55, , 32, 2, 19,alsancak
2023-09-18, 51, 60, , 37, 2, 19,alsancak
2023-09-19, 49, 57, , 39, 2, 14,alsancak
2023-09-20, 49, 60, , 34, 2, 4,alsancak
2023-09-21, 53, 65, , 35, 2, 5,alsancak
2023-09-22, 62, 72, , 39, 2, 6,alsancak
2023-09-23, 74, 72, , 38, 2, 6,alsancak
2023-09-24, 73, 71, , 37, 2, 5,alsancak
2023-09-25, 66, 70, , 24, 2, 4,alsancak
2023-09-26, 66, 76, , 5, 2, 3,alsancak
2023-09-27, 70, 72, , 5, 2, ,alsancak
2023-09-28, 65, 74, , 3, 2, ,alsancak
2023-09-29, 70, 72, 15, , 3, ,alsancak
2023-09-30, 72, 68, 16, , 2, ,alsancak
2023-04-01, 53, 21, , 21, 2, 3,alsancak
2023-04-02, 43, 22, , 31, 2, 4,alsancak
2023-04-03, 46, 25, , 41, 2, 4,alsancak
2023-04-04, 48, 23, , 49, 2, 6,alsancak
2023-04-05, 57, 19, , 52, , 5,alsancak
2023-04-06, 53, 20, , 40, 2, 4,alsancak
2023-04-07, 58, 29, , 50, 2, 4,alsancak
2023-04-08, 68, 36, , 50, 2, 5,alsancak
2023-04-09, 82, 33, , 33, 2, 3,alsancak
2023-04-10, 78, 18, , , 2, 1,alsancak
2023-04-11, 50, 17, , , 2, 1,alsancak
2023-04-12, 49, 11, , 20, 2, 15,alsancak
2023-04-13, 29, 23, , 3, 2, 16,alsancak
